year,location,type_of_crime,incidents,rate_per_100k
2011,New Brunswick ,Child pornography,0,0
2011,New Brunswick ,Counterfeiting,18,2.38
2011,New Brunswick ,Drug violations,2102,278.15
2011,New Brunswick ,Facilitate terrorist activit,0,0
2011,New Brunswick ,Firearms related crime,55,7.28
2011,New Brunswick ,Fraud,1530,202.46
2011,New Brunswick ,Homicide,8,1.06
2011,New Brunswick ,Impaired driving,2252,298
2011,New Brunswick ,Motor vehicle theft,1219,161.31
2011,New Brunswick ,Prostitution,45,5.95
2011,New Brunswick ,Public incitement of hatred,1,0.13
2011,New Brunswick ,Robbery,139,18.39
2011,New Brunswick ,Sexual violations against children,140,18.53
2011,New Brunswick ,"Theft over $5,000",239,31.63
2011,New Brunswick ,"Theft under $5,000",9176,1214.23
2011,New Brunswick ,Trespass,159,21.04
2011,New Brunswick ,Weapons violations,176,23.29
2011,Newfoundland and Labrador,Attempted murder,3,0.57
2011,Newfoundland and Labrador,Child pornography,0,0
2011,Newfoundland and Labrador,Counterfeiting,2,0.38
2011,Newfoundland and Labrador,Drug violations,1710,325.71
2011,Newfoundland and Labrador,Facilitate terrorist activit,0,0
2011,Newfoundland and Labrador,Firearms related crime,29,5.52
2011,Newfoundland and Labrador,Fraud,1036,197.33
2011,Newfoundland and Labrador,Homicide,4,0.76
2011,Newfoundland and Labrador,Impaired driving,1841,350.67
2011,Newfoundland and Labrador,Motor vehicle theft,593,112.95
2011,Newfoundland and Labrador,Prostitution,12,2.29
2011,Newfoundland and Labrador,Public incitement of hatred,0,0
2011,Newfoundland and Labrador,Robbery,110,20.95
2011,Newfoundland and Labrador,Sexual violations against children,79,15.05
2011,Newfoundland and Labrador,"Theft over $5,000",194,36.95
2011,Newfoundland and Labrador,"Theft under $5,000",6520,1241.91
2011,Newfoundland and Labrador,Trespass,26,4.95
2011,Newfoundland and Labrador,Weapons violations,211,40.19
2011,Northwest Territories ,Attempted murder,1,2.3
2011,Northwest Territories ,Child pornography,0,0
2011,Northwest Territories ,Counterfeiting,1,2.3
2011,Northwest Territories ,Drug violations,705,1620.54
2011,Northwest Territories ,Facilitate terrorist activit,0,0
2011,Northwest Territories ,Firearms related crime,11,25.29
2011,Northwest Territories ,Fraud,144,331
2011,Northwest Territories ,Homicide,3,6.9
2011,Northwest Territories ,Impaired driving,633,1455.04
2011,Northwest Territories ,Motor vehicle theft,217,498.8
2011,Northwest Territories ,Prostitution,5,11.49
2011,Northwest Territories ,Public incitement of hatred,0,0
2011,Northwest Territories ,Robbery,15,34.48
2011,Northwest Territories ,Sexual violations against children,16,36.78
2011,Northwest Territories ,"Theft over $5,000",25,57.47
2011,Northwest Territories ,"Theft under $5,000",1015,2333.12
2011,Northwest Territories ,Trespass,15,34.48
2011,Northwest Territories ,Weapons violations,57,131.02
2011,Nova Scotia ,Attempted murder,60,6.35
2011,Nova Scotia ,Child pornography,0,0
2011,Nova Scotia ,Counterfeiting,30,3.18
2011,Nova Scotia ,Drug violations,3273,346.62
2011,Nova Scotia ,Facilitate terrorist activit,0,0
2011,Nova Scotia ,Firearms related crime,79,8.37
2011,Nova Scotia ,Fraud,2311,244.74
2011,Nova Scotia ,Homicide,22,2.33
2011,Nova Scotia ,Impaired driving,3095,327.77
2011,Nova Scotia ,Motor vehicle theft,1299,137.57
2011,Nova Scotia ,Prostitution,45,4.77
2011,Nova Scotia ,Public incitement of hatred,1,0.11
2011,Nova Scotia ,Robbery,469,49.67
2011,Nova Scotia ,Sexual violations against children,108,11.44
2011,Nova Scotia ,"Theft over $5,000",278,29.44
2011,Nova Scotia ,"Theft under $5,000",15673,1659.79
2011,Nova Scotia ,Trespass,164,17.37
2011,Nova Scotia ,Weapons violations,551,58.35
2011,Nunavut ,Attempted murder,0,0
2011,Nunavut ,Child pornography,0,0
2011,Nunavut ,Counterfeiting,4,11.7
2011,Nunavut ,Drug violations,384,1123.07
2011,Nunavut ,Facilitate terrorist activit,0,0
2011,Nunavut ,Firearms related crime,26,76.04
2011,Nunavut ,Fraud,44,128.69
2011,Nunavut ,Homicide,7,20.47
2011,Nunavut ,Impaired driving,171,500.12
2011,Nunavut ,Motor vehicle theft,149,435.77
2011,Nunavut ,Prostitution,1,2.92
2011,Nunavut ,Public incitement of hatred,0,0
2011,Nunavut ,Robbery,12,35.1
2011,Nunavut ,Sexual violations against children,52,152.08
2011,Nunavut ,"Theft over $5,000",16,46.79
2011,Nunavut ,"Theft under $5,000",413,1207.88
2011,Nunavut ,Trespass,4,11.7
2011,Nunavut ,Weapons violations,40,116.99
2011,Ontario ,Attempted murder,223,1.68
2011,Ontario ,Child pornography,0,0
2011,Ontario ,Counterfeiting,171,1.29
2011,Ontario ,Drug violations,33811,254.96
2011,Ontario ,Facilitate terrorist activit,0,0
2011,Ontario ,Firearms related crime,494,3.73
2011,Ontario ,Fraud,31407,236.83
2011,Ontario ,Homicide,161,1.21
2011,Ontario ,Impaired driving,17230,129.93
2011,Ontario ,Motor vehicle theft,20765,156.58
2011,Ontario ,Prostitution,574,4.33
2011,Ontario ,Public incitement of hatred,3,0.02
2011,Ontario ,Robbery,11519,86.86
2011,Ontario ,Sexual violations against children,845,6.37
2011,Ontario ,"Theft over $5,000",4645,35.03
2011,Ontario ,"Theft under $5,000",174909,1318.94
2011,Ontario ,Trespass,774,5.84
2011,Ontario ,Weapons violations,3932,29.65
2011,Prince Edward Island ,Attempted murder,0,0
2011,Prince Edward Island ,Child pornography,0,0
2011,Prince Edward Island ,Counterfeiting,1,0.69
2011,Prince Edward Island ,Drug violations,334,232
2011,Prince Edward Island ,Facilitate terrorist activit,0,0
2011,Prince Edward Island ,Firearms related crime,3,2.08
2011,Prince Edward Island ,Fraud,347,241.03
2011,Prince Edward Island ,Homicide,1,0.69
2011,Prince Edward Island ,Impaired driving,717,498.04
2011,Prince Edward Island ,Motor vehicle theft,124,86.13
2011,Prince Edward Island ,Prostitution,4,2.78
2011,Prince Edward Island ,Public incitement of hatred,0,0
2011,Prince Edward Island ,Robbery,17,11.81
2011,Prince Edward Island ,Sexual violations against children,19,13.2
2011,Prince Edward Island ,"Theft over $5,000",37,25.7
2011,Prince Edward Island ,"Theft under $5,000",2989,2076.23
2011,Prince Edward Island ,Trespass,124,86.13
2011,Prince Edward Island ,Weapons violations,32,22.23
2011,Quebec ,Attempted murder,167,2.09
2011,Quebec ,Child pornography,0,0
2011,Quebec ,Counterfeiting,127,1.59
2011,Quebec ,Drug violations,23226,290.14
2011,Quebec ,Facilitate terrorist activit,0,0
2011,Quebec ,Firearms related crime,351,4.38
2011,Quebec ,Fraud,12656,158.1
2011,Quebec ,Homicide,105,1.31
2011,Quebec ,Impaired driving,16804,209.92
2011,Quebec ,Motor vehicle theft,22378,279.55
2011,Quebec ,Prostitution,391,4.88
2011,Quebec ,Public incitement of hatred,6,0.07
2011,Quebec ,Robbery,6755,84.38
2011,Quebec ,Sexual violations against children,1038,12.97
2011,Quebec ,"Theft over $5,000",4290,53.59
2011,Quebec ,"Theft under $5,000",88100,1100.55
2011,Quebec ,Trespass,286,3.57
2011,Quebec ,Weapons violations,1646,20.56
2011,Saskatchewan ,Attempted murder,29,2.72
2011,Saskatchewan ,Child pornography,0,0
2011,Saskatchewan ,Counterfeiting,30,2.81
2011,Saskatchewan ,Drug violations,5385,505.15
2011,Saskatchewan ,Facilitate terrorist activit,0,0
2011,Saskatchewan ,Firearms related crime,170,15.95
2011,Saskatchewan ,Fraud,3564,334.33
2011,Saskatchewan ,Homicide,38,3.56
2011,Saskatchewan ,Impaired driving,7192,674.66
2011,Saskatchewan ,Motor vehicle theft,4990,468.09
2011,Saskatchewan ,Prostitution,242,22.7
2011,Saskatchewan ,Public incitement of hatred,0,0
2011,Saskatchewan ,Robbery,1090,102.25
2011,Saskatchewan ,Sexual violations against children,235,22.04
2011,Saskatchewan ,"Theft over $5,000",511,47.94
2011,Saskatchewan ,"Theft under $5,000",19781,1855.58
2011,Saskatchewan ,Trespass,106,9.94
2011,Saskatchewan ,Weapons violations,868,81.42
2011,Yukon ,Attempted murder,4,11.3
2011,Yukon ,Child pornography,0,0
2011,Yukon ,Counterfeiting,0,0
2011,Yukon ,Drug violations,193,545.03
2011,Yukon ,Facilitate terrorist activit,0,0
2011,Yukon ,Firearms related crime,5,14.12
2011,Yukon ,Fraud,81,228.74
2011,Yukon ,Homicide,0,0
2011,Yukon ,Impaired driving,328,926.27
2011,Yukon ,Motor vehicle theft,115,324.76
2011,Yukon ,Prostitution,1,2.82
2011,Yukon ,Public incitement of hatred,0,0
2011,Yukon ,Robbery,13,36.71
2011,Yukon ,Sexual violations against children,4,11.3
2011,Yukon ,"Theft over $5,000",22,62.13
2011,Yukon ,"Theft under $5,000",798,2253.54
2011,Yukon ,Trespass,12,33.89
2011,Yukon ,Weapons violations,29,81.9
2012,Alberta ,Attempted murder,43,1.11
2012,Alberta ,Child pornography,0,0
2012,Alberta ,Counterfeiting,49,1.26
2012,Alberta ,Drug violations,11887,306.8
2012,Alberta ,Facilitate terrorist activit,1,0.03
2012,Alberta ,Firearms related crime,347,8.96
2012,Alberta ,Fraud,10693,275.98
2012,Alberta ,Homicide,85,2.19
2012,Alberta ,Impaired driving,15833,408.64
2012,Alberta ,Motor vehicle theft,13850,357.46
2012,Alberta ,Prostitution,284,7.33
2012,Alberta ,Public incitement of hatred,4,0.1
2012,Alberta ,Robbery,2719,70.18
2012,Alberta ,Sexual violations against children,372,9.6
2012,Alberta ,"Theft over $5,000",2299,59.34
2012,Alberta ,"Theft under $5,000",63185,1630.77
2012,Alberta ,Trespass,352,9.08
2012,Alberta ,Weapons violations,1851,47.77
2012,British Columbia ,Attempted murder,88,1.93
2012,British Columbia ,Child pornography,0,0
2012,British Columbia ,Counterfeiting,53,1.16
2012,British Columbia ,Drug violations,25455,557.4
2012,British Columbia ,Facilitate terrorist activit,0,0
2012,British Columbia ,Firearms related crime,243,5.32
2012,British Columbia ,Fraud,11956,261.8
2012,British Columbia ,Homicide,71,1.55
2012,British Columbia ,Impaired driving,14364,314.53
2012,British Columbia ,Motor vehicle theft,12565,275.14
2012,British Columbia ,Prostitution,492,10.77
2012,British Columbia ,Public incitement of hatred,2,0.04
2012,British Columbia ,Robbery,4523,99.04
2012,British Columbia ,Sexual violations against children,683,14.96
2012,British Columbia ,"Theft over $5,000",2507,54.9
2012,British Columbia ,"Theft under $5,000",105634,2313.1
2012,British Columbia ,Trespass,856,18.74
2012,British Columbia ,Weapons violations,3342,73.18
2012,Manitoba ,Attempted murder,22,1.76
2012,Manitoba ,Child pornography,0,0
2012,Manitoba ,Counterfeiting,10,0.8
2012,Manitoba ,Drug violations,3394,271.53
2012,Manitoba ,Facilitate terrorist activit,0,0
2012,Manitoba ,Firearms related crime,195,15.6
2012,Manitoba ,Fraud,2142,171.36
2012,Manitoba ,Homicide,52,4.16
2012,Manitoba ,Impaired driving,3448,275.85
2012,Manitoba ,Motor vehicle theft,3721,297.69
2012,Manitoba ,Prostitution,148,11.84
2012,Manitoba ,Public incitement of hatred,0,0
2012,Manitoba ,Robbery,2134,170.72
2012,Manitoba ,Sexual violations against children,159,12.72
2012,Manitoba ,"Theft over $5,000",440,35.2
2012,Manitoba ,"Theft under $5,000",17896,1431.71
2012,Manitoba ,Trespass,51,4.08
2012,Manitoba ,Weapons violations,1038,83.04
2012,New Brunswick ,Attempted murder,11,1.45
2012,New Brunswick ,Child pornography,0,0
2012,New Brunswick ,Counterfeiting,3,0.4
2012,New Brunswick ,Drug violations,1924,253.7
2012,New Brunswick ,Facilitate terrorist activit,1,0.13
2012,New Brunswick ,Firearms related crime,72,9.49
2012,New Brunswick ,Fraud,1627,214.54
2012,New Brunswick ,Homicide,6,0.79
2012,New Brunswick ,Impaired driving,2181,287.59
2012,New Brunswick ,Motor vehicle theft,1150,151.64
2012,New Brunswick ,Prostitution,72,9.49
2012,New Brunswick ,Public incitement of hatred,8,1.05
2012,New Brunswick ,Robbery,161,21.23
2012,New Brunswick ,Sexual violations against children,133,17.54
2012,New Brunswick ,"Theft over $5,000",242,31.91
2012,New Brunswick ,"Theft under $5,000",9978,1315.7
2012,New Brunswick ,Trespass,165,21.76
2012,New Brunswick ,Weapons violations,196,25.84
2012,Newfoundland and Labrador,Attempted murder,0,0
2012,Newfoundland and Labrador,Child pornography,0,0
2012,Newfoundland and Labrador,Counterfeiting,6,1.14
2012,Newfoundland and Labrador,Drug violations,1430,271.68
2012,Newfoundland and Labrador,Facilitate terrorist activit,0,0
2012,Newfoundland and Labrador,Firearms related crime,48,9.12
2012,Newfoundland and Labrador,Fraud,982,186.57
2012,Newfoundland and Labrador,Homicide,3,0.57
2012,Newfoundland and Labrador,Impaired driving,1849,351.29
2012,Newfoundland and Labrador,Motor vehicle theft,502,95.37
2012,Newfoundland and Labrador,Prostitution,22,4.18
2012,Newfoundland and Labrador,Public incitement of hatred,1,0.19
2012,Newfoundland and Labrador,Robbery,142,26.98
2012,Newfoundland and Labrador,Sexual violations against children,74,14.06
2012,Newfoundland and Labrador,"Theft over $5,000",233,44.27
2012,Newfoundland and Labrador,"Theft under $5,000",6058,1150.96
2012,Newfoundland and Labrador,Trespass,28,5.32
2012,Newfoundland and Labrador,Weapons violations,178,33.82
2012,Northwest Territories ,Attempted murder,2,4.58
2012,Northwest Territories ,Child pornography,0,0
2012,Northwest Territories ,Counterfeiting,1,2.29
2012,Northwest Territories ,Drug violations,592,1356.3
2012,Northwest Territories ,Facilitate terrorist activit,0,0
2012,Northwest Territories ,Firearms related crime,16,36.66
2012,Northwest Territories ,Fraud,137,313.87
2012,Northwest Territories ,Homicide,5,11.46
2012,Northwest Territories ,Impaired driving,664,1521.26
2012,Northwest Territories ,Motor vehicle theft,197,451.34
2012,Northwest Territories ,Prostitution,3,6.87
2012,Northwest Territories ,Public incitement of hatred,0,0
2012,Northwest Territories ,Robbery,23,52.69
2012,Northwest Territories ,Sexual violations against children,17,38.95
2012,Northwest Territories ,"Theft over $5,000",30,68.73
2012,Northwest Territories ,"Theft under $5,000",972,2226.91
2012,Northwest Territories ,Trespass,10,22.91
2012,Northwest Territories ,Weapons violations,62,142.05
2012,Nova Scotia ,Attempted murder,34,3.6
2012,Nova Scotia ,Child pornography,0,0
2012,Nova Scotia ,Counterfeiting,40,4.24
2012,Nova Scotia ,Drug violations,3197,338.8
2012,Nova Scotia ,Facilitate terrorist activit,0,0
2012,Nova Scotia ,Firearms related crime,57,6.04
2012,Nova Scotia ,Fraud,2283,241.94
2012,Nova Scotia ,Homicide,17,1.8
2012,Nova Scotia ,Impaired driving,2715,287.72
2012,Nova Scotia ,Motor vehicle theft,1326,140.52
2012,Nova Scotia ,Prostitution,28,2.97
2012,Nova Scotia ,Public incitement of hatred,3,0.32
2012,Nova Scotia ,Robbery,443,46.95
2012,Nova Scotia ,Sexual violations against children,72,7.63
2012,Nova Scotia ,"Theft over $5,000",280,29.67
2012,Nova Scotia ,"Theft under $5,000",16142,1710.62
2012,Nova Scotia ,Trespass,197,20.88
2012,Nova Scotia ,Weapons violations,538,57.01
2012,Nunavut ,Attempted murder,0,0
2012,Nunavut ,Child pornography,0,0
2012,Nunavut ,Counterfeiting,0,0
2012,Nunavut ,Drug violations,410,1182.51
2012,Nunavut ,Facilitate terrorist activit,0,0
2012,Nunavut ,Firearms related crime,23,66.34
2012,Nunavut ,Fraud,58,167.28
2012,Nunavut ,Homicide,5,14.42
2012,Nunavut ,Impaired driving,339,977.73
2012,Nunavut ,Motor vehicle theft,157,452.81
2012,Nunavut ,Prostitution,1,2.88
2012,Nunavut ,Public incitement of hatred,0,0
2012,Nunavut ,Robbery,7,20.19
2012,Nunavut ,Sexual violations against children,35,100.95
2012,Nunavut ,"Theft over $5,000",17,49.03
2012,Nunavut ,"Theft under $5,000",398,1147.9
2012,Nunavut ,Trespass,6,17.31
2012,Nunavut ,Weapons violations,50,144.21
2012,Ontario ,Attempted murder,258,1.93
2012,Ontario ,Child pornography,0,0
2012,Ontario ,Counterfeiting,122,0.91
2012,Ontario ,Drug violations,33102,247.2
2012,Ontario ,Facilitate terrorist activit,0,0
2012,Ontario ,Firearms related crime,498,3.72
2012,Ontario ,Fraud,31023,231.68
2012,Ontario ,Homicide,162,1.21
2012,Ontario ,Impaired driving,17195,128.41
2012,Ontario ,Motor vehicle theft,19073,142.44
2012,Ontario ,Prostitution,512,3.82
2012,Ontario ,Public incitement of hatred,5,0.04
2012,Ontario ,Robbery,10725,80.09
2012,Ontario ,Sexual violations against children,923,6.89
2012,Ontario ,"Theft over $5,000",4574,34.16
2012,Ontario ,"Theft under $5,000",172610,1289.04
2012,Ontario ,Trespass,882,6.59
2012,Ontario ,Weapons violations,3956,29.54
2012,Prince Edward Island ,Attempted murder,1,0.69
2012,Prince Edward Island ,Child pornography,0,0
2012,Prince Edward Island ,Counterfeiting,0,0
2012,Prince Edward Island ,Drug violations,357,247.01
2012,Prince Edward Island ,Facilitate terrorist activit,0,0
2012,Prince Edward Island ,Firearms related crime,4,2.77
2012,Prince Edward Island ,Fraud,468,323.81
2012,Prince Edward Island ,Homicide,0,0
2012,Prince Edward Island ,Impaired driving,468,323.81
2012,Prince Edward Island ,Motor vehicle theft,160,110.7
2012,Prince Edward Island ,Prostitution,2,1.38
2012,Prince Edward Island ,Public incitement of hatred,0,0
2012,Prince Edward Island ,Robbery,26,17.99
2012,Prince Edward Island ,Sexual violations against children,22,15.22
2012,Prince Edward Island ,"Theft over $5,000",36,24.91
2012,Prince Edward Island ,"Theft under $5,000",3233,2236.91
2012,Prince Edward Island ,Trespass,44,30.44
2012,Prince Edward Island ,Weapons violations,32,22.14
2012,Quebec ,Attempted murder,179,2.22
2012,Quebec ,Child pornography,0,0
2012,Quebec ,Counterfeiting,123,1.53
2012,Quebec ,Drug violations,22016,273.11
2012,Quebec ,Facilitate terrorist activit,1,0.01
2012,Quebec ,Firearms related crime,357,4.43
2012,Quebec ,Fraud,13781,170.96
2012,Quebec ,Homicide,108,1.34
2012,Quebec ,Impaired driving,16931,210.03
2012,Quebec ,Motor vehicle theft,20884,259.07
2012,Quebec ,Prostitution,332,4.12
2012,Quebec ,Public incitement of hatred,11,0.14
2012,Quebec ,Robbery,5796,71.9
2012,Quebec ,Sexual violations against children,1212,15.04
2012,Quebec ,"Theft over $5,000",4207,52.19
2012,Quebec ,"Theft under $5,000",84465,1047.81
2012,Quebec ,Trespass,306,3.8
2012,Quebec ,Weapons violations,1797,22.29
2012,Saskatchewan ,Attempted murder,27,2.49
2012,Saskatchewan ,Child pornography,0,0
2012,Saskatchewan ,Counterfeiting,33,3.04
2012,Saskatchewan ,Drug violations,6140,566.55
2012,Saskatchewan ,Facilitate terrorist activit,0,0
2012,Saskatchewan ,Firearms related crime,189,17.44
2012,Saskatchewan ,Fraud,3419,315.48
2012,Saskatchewan ,Homicide,29,2.68
2012,Saskatchewan ,Impaired driving,7776,717.51
2012,Saskatchewan ,Motor vehicle theft,4337,400.18
2012,Saskatchewan ,Prostitution,206,19.01
2012,Saskatchewan ,Public incitement of hatred,2,0.18
2012,Saskatchewan ,Robbery,1038,95.78
2012,Saskatchewan ,Sexual violations against children,242,22.33
2012,Saskatchewan ,"Theft over $5,000",546,50.38
2012,Saskatchewan ,"Theft under $5,000",18009,1661.72
2012,Saskatchewan ,Trespass,84,7.75
2012,Saskatchewan ,Weapons violations,916,84.52
2012,Yukon ,Attempted murder,0,0
2012,Yukon ,Child pornography,0,0
2012,Yukon ,Counterfeiting,0,0
2012,Yukon ,Drug violations,189,521.61
2012,Yukon ,Facilitate terrorist activit,0,0
2012,Yukon ,Firearms related crime,8,22.08
2012,Yukon ,Fraud,92,253.91
2012,Yukon ,Homicide,0,0
2012,Yukon ,Impaired driving,386,1065.3
2012,Yukon ,Motor vehicle theft,146,402.94
2012,Yukon ,Prostitution,0,0
2012,Yukon ,Public incitement of hatred,0,0
2012,Yukon ,Robbery,11,30.36
2012,Yukon ,Sexual violations against children,9,24.84
2012,Yukon ,"Theft over $5,000",25,69
2012,Yukon ,"Theft under $5,000",904,2494.89
2012,Yukon ,Trespass,1,2.76
2012,Yukon ,Weapons violations,36,99.35
2013,Alberta ,Attempted murder,49,1.23
2013,Alberta ,Child pornography,0,0
2013,Alberta ,Counterfeiting,34,0.85
2013,Alberta ,Drug violations,12171,305.73
2013,Alberta ,Facilitate terrorist activit,0,0
2013,Alberta ,Firearms related crime,307,7.71
2013,Alberta ,Fraud,12153,305.27
2013,Alberta ,Homicide,82,2.06
2013,Alberta ,Impaired driving,14520,364.73
2013,Alberta ,Motor vehicle theft,15841,397.91
2013,Alberta ,Prostitution,446,11.2
2013,Alberta ,Public incitement of hatred,2,0.05
2013,Alberta ,Robbery,2655,66.69
2013,Alberta ,Sexual violations against children,435,10.93
2013,Alberta ,"Theft over $5,000",2295,57.65
2013,Alberta ,"Theft under $5,000",65376,1642.2
2013,Alberta ,Trespass,317,7.96
2013,Alberta ,Weapons violations,2020,50.74
2013,British Columbia ,Attempted murder,90,1.94
2013,British Columbia ,Child pornography,0,0
2013,British Columbia ,Counterfeiting,111,2.4
2013,British Columbia ,Drug violations,26354,569.19
2013,British Columbia ,Facilitate terrorist activit,1,0.02
2013,British Columbia ,Firearms related crime,213,4.6
2013,British Columbia ,Fraud,12128,261.94
2013,British Columbia ,Homicide,76,1.64
2013,British Columbia ,Impaired driving,13601,293.75
2013,British Columbia ,Motor vehicle theft,11544,249.33
2013,British Columbia ,Prostitution,345,7.45
2013,British Columbia ,Public incitement of hatred,3,0.06
2013,British Columbia ,Robbery,3581,77.34
2013,British Columbia ,Sexual violations against children,656,14.17
2013,British Columbia ,"Theft over $5,000",2336,50.45
2013,British Columbia ,"Theft under $5,000",103388,2232.97
2013,British Columbia ,Trespass,819,17.69
2013,British Columbia ,Weapons violations,3423,73.93
2013,Manitoba ,Attempted murder,29,2.29
2013,Manitoba ,Child pornography,0,0
2013,Manitoba ,Counterfeiting,19,1.5
2013,Manitoba ,Drug violations,3639,287.75
2013,Manitoba ,Facilitate terrorist activit,0,0
2013,Manitoba ,Firearms related crime,156,12.34
2013,Manitoba ,Fraud,2339,184.96
2013,Manitoba ,Homicide,51,4.03
2013,Manitoba ,Impaired driving,2944,232.8
2013,Manitoba ,Motor vehicle theft,3626,286.73
2013,Manitoba ,Prostitution,98,7.75
2013,Manitoba ,Public incitement of hatred,1,0.08
2013,Manitoba ,Robbery,1646,130.16
2013,Manitoba ,Sexual violations against children,174,13.76
2013,Manitoba ,"Theft over $5,000",374,29.57
2013,Manitoba ,"Theft under $5,000",16086,1272
2013,Manitoba ,Trespass,38,3
2013,Manitoba ,Weapons violations,960,75.91
2013,New Brunswick ,Attempted murder,14,1.85
2013,New Brunswick ,Child pornography,0,0
2013,New Brunswick ,Counterfeiting,32,4.22
2013,New Brunswick ,Drug violations,1774,233.87
2013,New Brunswick ,Facilitate terrorist activit,0,0
2013,New Brunswick ,Firearms related crime,39,5.14
2013,New Brunswick ,Fraud,1711,225.56
2013,New Brunswick ,Homicide,7,0.92
2013,New Brunswick ,Impaired driving,1884,248.37
2013,New Brunswick ,Motor vehicle theft,1049,138.29
2013,New Brunswick ,Prostitution,73,9.62
2013,New Brunswick ,Public incitement of hatred,1,0.13
2013,New Brunswick ,Robbery,179,23.6
2013,New Brunswick ,Sexual violations against children,131,17.27
2013,New Brunswick ,"Theft over $5,000",208,27.42
2013,New Brunswick ,"Theft under $5,000",8771,1156.29
2013,New Brunswick ,Trespass,141,18.59
2013,New Brunswick ,Weapons violations,189,24.92
2013,Newfoundland and Labrador,Attempted murder,2,0.38
2013,Newfoundland and Labrador,Child pornography,0,0
2013,Newfoundland and Labrador,Counterfeiting,2,0.38
2013,Newfoundland and Labrador,Drug violations,1445,274.13
2013,Newfoundland and Labrador,Facilitate terrorist activit,0,0
2013,Newfoundland and Labrador,Firearms related crime,45,8.54
2013,Newfoundland and Labrador,Fraud,1165,221.01
2013,Newfoundland and Labrador,Homicide,7,1.33
2013,Newfoundland and Labrador,Impaired driving,1721,326.49
2013,Newfoundland and Labrador,Motor vehicle theft,507,96.18
2013,Newfoundland and Labrador,Prostitution,22,4.17
2013,Newfoundland and Labrador,Public incitement of hatred,0,0
2013,Newfoundland and Labrador,Robbery,139,26.37
2013,Newfoundland and Labrador,Sexual violations against children,76,14.42
2013,Newfoundland and Labrador,"Theft over $5,000",244,46.29
2013,Newfoundland and Labrador,"Theft under $5,000",6526,1238.06
2013,Newfoundland and Labrador,Trespass,36,6.83
2013,Newfoundland and Labrador,Weapons violations,225,42.69
2013,Northwest Territories ,Attempted murder,3,6.85
2013,Northwest Territories ,Child pornography,0,0
2013,Northwest Territories ,Counterfeiting,2,4.57
2013,Northwest Territories ,Drug violations,574,1310.35
2013,Northwest Territories ,Facilitate terrorist activit,0,0
2013,Northwest Territories ,Firearms related crime,11,25.11
2013,Northwest Territories ,Fraud,121,276.22
2013,Northwest Territories ,Homicide,2,4.57
2013,Northwest Territories ,Impaired driving,450,1027.28
2013,Northwest Territories ,Motor vehicle theft,174,397.21
2013,Northwest Territories ,Prostitution,2,4.57
2013,Northwest Territories ,Public incitement of hatred,0,0
2013,Northwest Territories ,Robbery,24,54.79
2013,Northwest Territories ,Sexual violations against children,16,36.53
2013,Northwest Territories ,"Theft over $5,000",20,45.66
2013,Northwest Territories ,"Theft under $5,000",925,2111.63
2013,Northwest Territories ,Trespass,13,29.68
2013,Northwest Territories ,Weapons violations,50,114.14
2013,Nova Scotia ,Attempted murder,61,6.49
2013,Nova Scotia ,Child pornography,0,0
2013,Nova Scotia ,Counterfeiting,8,0.85
2013,Nova Scotia ,Drug violations,3071,326.55
2013,Nova Scotia ,Facilitate terrorist activit,0,0
2013,Nova Scotia ,Firearms related crime,50,5.32
2013,Nova Scotia ,Fraud,2523,268.28
2013,Nova Scotia ,Homicide,13,1.38
2013,Nova Scotia ,Impaired driving,2899,308.26
2013,Nova Scotia ,Motor vehicle theft,1083,115.16
2013,Nova Scotia ,Prostitution,58,6.17
2013,Nova Scotia ,Public incitement of hatred,1,0.11
2013,Nova Scotia ,Robbery,337,35.83
2013,Nova Scotia ,Sexual violations against children,136,14.46
2013,Nova Scotia ,"Theft over $5,000",233,24.78
2013,Nova Scotia ,"Theft under $5,000",14437,1535.14
2013,Nova Scotia ,Trespass,164,17.44
2013,Nova Scotia ,Weapons violations,506,53.8
2013,Nunavut ,Attempted murder,2,5.66
2013,Nunavut ,Child pornography,0,0
2013,Nunavut ,Counterfeiting,0,0
2013,Nunavut ,Drug violations,374,1058.38
2013,Nunavut ,Facilitate terrorist activit,0,0
2013,Nunavut ,Firearms related crime,15,42.45
2013,Nunavut ,Fraud,58,164.13
2013,Nunavut ,Homicide,4,11.32
2013,Nunavut ,Impaired driving,254,718.79
2013,Nunavut ,Motor vehicle theft,128,362.23
2013,Nunavut ,Prostitution,1,2.83
2013,Nunavut ,Public incitement of hatred,0,0
2013,Nunavut ,Robbery,7,19.81
2013,Nunavut ,Sexual violations against children,40,113.2
2013,Nunavut ,"Theft over $5,000",18,50.94
2013,Nunavut ,"Theft under $5,000",421,1191.39
2013,Nunavut ,Trespass,2,5.66
2013,Nunavut ,Weapons violations,49,138.66
2013,Ontario ,Attempted murder,198,1.47
2013,Ontario ,Child pornography,0,0
2013,Ontario ,Counterfeiting,204,1.51
2013,Ontario ,Drug violations,31492,233.09
2013,Ontario ,Facilitate terrorist activit,4,0.03
2013,Ontario ,Firearms related crime,496,3.67
2013,Ontario ,Fraud,30288,224.18
2013,Ontario ,Homicide,168,1.24
2013,Ontario ,Impaired driving,15820,117.09
2013,Ontario ,Motor vehicle theft,16257,120.33
2013,Ontario ,Prostitution,495,3.66
2013,Ontario ,Public incitement of hatred,2,0.01
